off topic,in_atlas,groupname,title,keywords,topics,date,originator,publisher,links,Still Public?,Dataset Email,Group,Agency
x,t,Ca Spatial Information Library,Teale Map Grid,unincorporated areas grid teale,Boundaries,1/1/2010,,Teael GIS Solutions Group,http://projects.atlas.ca.gov/frs/download.php/400/mapgrida-1995_e00.zip http://projects.atlas.ca.gov/frs/download.php/401/mapgrida-1995_shp.zip https://projects.atlas.ca.gov/frs/download.php/401/mapgrida-1995_shp.zip https://projects.atlas.ca.gov/frs/download.php/400/mapgrida-1995_e00.zip ,TRUE,,#N/A,#N/A
x,t,Ca Spatial Information Library,Teale Places,,Elevation Base Maps Demographics Recreation Society Boundaries Services,1/1/2010,,Teale GIS Solutions Group,https://projects.atlas.ca.gov/frs/download.php/410/place24a-1997_shp.zip http://projects.atlas.ca.gov/frs/download.php/410/place24a-1997_shp.zip https://projects.atlas.ca.gov/frs/download.php/409/place24a-1997_e00.zip http://projects.atlas.ca.gov/frs/download.php/409/place24a-1997_e00.zip ,TRUE,,#N/A,#N/A
x,t,Ca Spatial Information Library,Teale Railroads and miscellaneous transportation,railroads,Railways Transportation Railroad,1/1/2010,,Teale GIS Solutions Group,http://projects.atlas.ca.gov/frs/download.php/418/rrmisca-1997_e00.zip http://projects.atlas.ca.gov/frs/download.php/419/rrmisca-1997_shp.zip https://projects.atlas.ca.gov/frs/download.php/419/rrmisca-1997_shp.zip https://projects.atlas.ca.gov/frs/download.php/418/rrmisca-1997_e00.zip ,TRUE,,#N/A,#N/A
x,t,Ca Spatial Information Library,Teale Senate District Boundaries 1992,government,Boundaries Administrative boundaries,1/1/2010,,Teale GIS Solutions Group,https://projects.atlas.ca.gov/frs/download.php/425/senat90a-1997_shp.zip http://projects.atlas.ca.gov/frs/download.php/424/senat90a-1997_e00.zip http://projects.atlas.ca.gov/frs/download.php/425/senat90a-1997_shp.zip https://projects.atlas.ca.gov/frs/download.php/424/senat90a-1997_e00.zip ,TRUE,,#N/A,#N/A
x,t,Ca Spatial Information Library,Teale State Assembly Districts 1995,government,Administrative boundaries Districts Boundaries,1/1/2010,,Teale GIS Solutions Group,http://projects.atlas.ca.gov/frs/download.php/289/assem90a-1995_shp.zip https://projects.atlas.ca.gov/frs/download.php/288/assem90a-1995_e00.zip https://projects.atlas.ca.gov/frs/download.php/289/assem90a-1995_shp.zip http://projects.atlas.ca.gov/frs/download.php/288/assem90a-1995_e00.zip ,TRUE,,#N/A,#N/A
x,t,Ca Spatial Information Library,metadata-tools,,,12/6/2010,,California Natural Resources Agency,http://projects.atlas.ca.gov/frs/download.php/225/metadata-tools-0.01.tar.gz ,TRUE,,#N/A,#N/A
x,t,Ca Spatial Information Library,Teale High Precision Geodesy Network,geodesy ,Geodetic,12/6/2010,,Teale GIS Solutions Group,http://projects.atlas.ca.gov/frs/download.php/295/cahpn-1996_shp.zip http://projects.atlas.ca.gov/frs/download.php/294/cahpn-1996_e00.zip https://projects.atlas.ca.gov/frs/download.php/295/cahpn-1996_shp.zip https://projects.atlas.ca.gov/frs/download.php/294/cahpn-1996_e00.zip ,TRUE,,#N/A,#N/A
,t,Ca Spatial Information Library,1:500K Base Map,geography and environment location imagerybasemapsearthcover inlandwaters,Base Maps Society Transportation Environment,1/1/2010,,U.S. Geological Survey California Department of Conservation,http://projects.atlas.ca.gov/frs/download.php/142/ca_base-1.0.tar.gz ,TRUE,,Ca Spatial Information Library,
,t,Ca Spatial Information Library,California Interagency Watershed Map,watershed boundaries water quality reporting waterbody beneficial use water resources inlandwaters watersheds impaired waterbodies hydrologic unit codes,Inland Waters Land Ownership & Easements Boundaries Inland Waters Environment Planning & Cadastre,1/1/2010,,Tierra Data Systems California Department of Forestry and Fire Protection California Interagency Watershed Mapping Committee State Water Resources Control Board California Department of Fish and Wildlife California Department of Water Resources,https://projects.atlas.ca.gov/frs/download.php/676/calw221_e00.zip http://projects.atlas.ca.gov/frs/download.php/676/calw221_e00.zip ,TRUE,chris.keithley@fire.ca.gov,Ca Spatial Information Library,
,t,Ca Spatial Information Library,DWR Flood Districts,flood management districts dwr improvements,Districts Inland Waters Floods Boundaries,1/1/2010,,Department of Water Resources Office of Emergency Services,https://projects.atlas.ca.gov/frs/download.php/441/districts_flood_management_8_7_2006.zip http://projects.atlas.ca.gov/frs/download.php/441/districts_flood_management_8_7_2006.zip ,TRUE,jdudas@water.ca.gov,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Hydrologic Features,stream water bodies u.s. bureau of reclamation,Imagery Lakes Imagery-Base Maps-Land Cover Remotely sensed Base Maps Geoscientific Environment Inland Waters Rivers Hydrology Topographic,1/1/2010,,California Spatial Information Library,https://projects.atlas.ca.gov/frs/download.php/678/hydrologic_features.zip http://projects.atlas.ca.gov/frs/download.php/678/hydrologic_features.zip ,TRUE,,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Public Conservation Trust Land (2007),planning california legacy project,Environment Planning & Development Structures Land Ownership & Easements Imagery Base Maps Conservation Land cover,1/1/2010,,Data developed under contract by VESTRA Resources California Natural Resources Agency California Natural Resources Agency,http://projects.atlas.ca.gov/frs/download.php/544/PCTL05_2_for_CaSIL.zip https://projects.atlas.ca.gov/frs/download.php/544/PCTL05_2_for_CaSIL.zip ,TRUE,,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Teale Air Basins,art airbasin air bases aquatic resources agricultural ecology adaptation (biology) basin air basin,Agriculture Imagery Biota Ecology Boundaries Farming Administrative boundaries,1/1/2010,,Teale GIS Solutions Group,http://projects.atlas.ca.gov/frs/download.php/280/abasa-1997_shp.zip http://projects.atlas.ca.gov/frs/download.php/279/abasa-1997_e00.zip https://projects.atlas.ca.gov/frs/download.php/280/abasa-1997_shp.zip https://projects.atlas.ca.gov/frs/download.php/279/abasa-1997_e00.zip ,TRUE,metadata@gis.resources.ca.gov,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Teale California Ambient Air Quality Standards for carbon monoxide 1997,carbon monoxide environmental law clean air act of 1988 atmosphere air quality ,Atmospheric conditions Imagery Atmosphere & Climate Environment,1/1/2010,,Teale GIS Solutions Group,http://projects.atlas.ca.gov/frs/download.php/328/calcoa-1996_e00.zip http://projects.atlas.ca.gov/frs/download.php/329/calcoa-1996_shp.zip https://projects.atlas.ca.gov/frs/download.php/328/calcoa-1996_e00.zip https://projects.atlas.ca.gov/frs/download.php/329/calcoa-1996_shp.zip ,TRUE,metadata@gis.resources.ca.gov,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Teale California Ambient Air Quality Standards for Ozone,atmosphere air basin air quality  ozone,Environment Atmosphere & Climate Climate change Atmospheric conditions Imagery Climate,1/1/2010,,Teale GIS Solutions Group,https://projects.atlas.ca.gov/frs/download.php/332/caloza-1997_shp.zip http://projects.atlas.ca.gov/frs/download.php/332/caloza-1997_shp.zip https://projects.atlas.ca.gov/frs/download.php/331/caloza-1997_e00.zip http://projects.atlas.ca.gov/frs/download.php/331/caloza-1997_e00.zip ,TRUE,metadata@gis.resources.ca.gov,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Teale California Office of Emergency Services 1996,emergency response oes,Services Society Boundaries Districts Administrative boundaries Emergency services Health,1/1/2010,,Teale GIS Solutions Group,http://projects.atlas.ca.gov/frs/download.php/403/oesrega-1996_e00.zip https://projects.atlas.ca.gov/frs/download.php/403/oesrega-1996_e00.zip http://projects.atlas.ca.gov/frs/download.php/404/oesrega-1996_shp.zip https://projects.atlas.ca.gov/frs/download.php/404/oesrega-1996_shp.zip ,TRUE,metadata@gis.resources.ca.gov,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Teale California shoreline,1949  shoreline 1959 shore coastal resources 1997,Boundaries Ocean Oceans & Estuaries Coastal information,1/1/2010,,Teale GIS Solutions Group,http://projects.atlas.ca.gov/frs/download.php/341/coast24a-1997_shp.zip https://projects.atlas.ca.gov/frs/download.php/341/coast24a-1997_shp.zip http://projects.atlas.ca.gov/frs/download.php/340/coast24a-1997_e00.zip https://projects.atlas.ca.gov/frs/download.php/340/coast24a-1997_e00.zip ,TRUE,metadata@gis.resources.ca.gov,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Teale Department of Water Resources,water resources development algae public utility districts,Environment Utilities & Communication Natural Resources Hydrology Boundaries Districts Oceans & Estuaries Geoscientific Inland Waters,1/1/2010,,Teale GIS Solutions Group,http://projects.atlas.ca.gov/frs/download.php/355/dwrdista-1997_e00.zip https://projects.atlas.ca.gov/frs/download.php/356/dwrdista-1997_shp.zip http://projects.atlas.ca.gov/frs/download.php/356/dwrdista-1997_shp.zip https://projects.atlas.ca.gov/frs/download.php/355/dwrdista-1997_e00.zip ,TRUE,metadata@gis.resources.ca.gov,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Teale Depatment of Toxic Substance Control Regions 1997,risk management hazards toxic substances toxic substance control toxic,Geoscientific Boundaries Geodetic Environmental hazards Health Environment,1/1/2010,,Teale GIS Solutions Group,http://projects.atlas.ca.gov/frs/download.php/353/dtscrega-1997_shp.zip http://projects.atlas.ca.gov/frs/download.php/352/dtscrega-1997_e00.zip ,TRUE,metadata@gis.resources.ca.gov,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Teale Government Ownership,,Planning & Cadastre Boundaries Land Ownership & Easements Land ownership Administrative boundaries Imagery-Base Maps-Land Cover,1/1/2010,,Teale GIS Solutions Group,http://projects.atlas.ca.gov/frs/download.php/380/govtowna-1997_shp.zip https://projects.atlas.ca.gov/frs/download.php/379/govtowna-1997_e00.zip https://projects.atlas.ca.gov/frs/download.php/380/govtowna-1997_shp.zip http://projects.atlas.ca.gov/frs/download.php/379/govtowna-1997_e00.zip ,TRUE,metadata@gis.resources.ca.gov,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Teale Ground Water Basins 1997,drinking water basin sub-basin teale,Utilities & Communication Hydrology Environment Inland Waters Geoscientific Military Boundaries Groundwater,1/1/2010,,Teale GIs solutions Group,https://projects.atlas.ca.gov/frs/download.php/382/grdwatba-1997_e00.zip http://projects.atlas.ca.gov/frs/download.php/383/grdwatba-1997_shp.zip http://projects.atlas.ca.gov/frs/download.php/382/grdwatba-1997_e00.zip https://projects.atlas.ca.gov/frs/download.php/383/grdwatba-1997_shp.zip ,TRUE,metadata@gis.resources.ca.gov,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Teale Hardwoods 1997,valley oak montane hardwood mix foothill pine woodland lumber hardwood foothill pine coastal oak blue oak woodland blue oak,Land cover Forest Imagery-Base Maps-Land Cover Economy Geoscientific Mineral resources Forestry Natural Resources,1/1/2010,,Teale GIS Solutions Group,http://projects.atlas.ca.gov/frs/download.php/385/hardwda-1997_e00.zip http://projects.atlas.ca.gov/frs/download.php/386/hardwda-1997_shp.zip https://projects.atlas.ca.gov/frs/download.php/386/hardwda-1997_shp.zip https://projects.atlas.ca.gov/frs/download.php/385/hardwda-1997_e00.zip ,TRUE,metadata@gis.resources.ca.gov,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Teale Hydrographic Point,cisterns wells water resources teale  springs,Hydrology Recreation Geodetic Inland Waters,1/1/2010,,Teale GIS Solutions Group,https://projects.atlas.ca.gov/frs/download.php/394/hydropoa-1997_e00.zip http://projects.atlas.ca.gov/frs/download.php/394/hydropoa-1997_e00.zip https://projects.atlas.ca.gov/frs/download.php/395/hydropoa-1997_shp.zip http://projects.atlas.ca.gov/frs/download.php/395/hydropoa-1997_shp.zip ,TRUE,metadata@gis.resources.ca.gov,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Teale Hydrologic Basins,water resources,Geoscientific Inland Waters Hydrology Boundaries,1/1/2010,,Teale GIS Soltuions Group,https://projects.atlas.ca.gov/frs/download.php/389/hbasa2-1997_shp.zip http://projects.atlas.ca.gov/frs/download.php/388/hbasa2-1997_e00.zip https://projects.atlas.ca.gov/frs/download.php/388/hbasa2-1997_e00.zip http://projects.atlas.ca.gov/frs/download.php/389/hbasa2-1997_shp.zip ,TRUE,metadata@gis.resources.ca.gov,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Teale National Ambient Air Quality Standards fo Ozone,atmosphere imagery-base maps-land cover imagery national security and veterans affairs,Atmosphere & Climate Environment,1/1/2010,Teale GIS Solutions Group,California Natural Resources Agency,http://projects.atlas.ca.gov/frs/download.php/365/fedoza-1997_e00.zip http://projects.atlas.ca.gov/frs/download.php/367/fedoza-1997_shp.zip ,TRUE,metadata@gis.resources.ca.gov,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Teale National Ambient Air Quality Standards for carbon monoxide,environmental law atmosphere,Environment Atmosphere & Climate Imagery,1/1/2010,,Teale GIS Solutions Group,https://projects.atlas.ca.gov/frs/download.php/361/fedcoa-1997_shp.zip http://projects.atlas.ca.gov/frs/download.php/359/fedcoa-1997_e00.zip http://projects.atlas.ca.gov/frs/download.php/361/fedcoa-1997_shp.zip https://projects.atlas.ca.gov/frs/download.php/359/fedcoa-1997_e00.zip ,TRUE,,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Teale National Ambient Air Quality Standards for particulate matter,atmosphere air quality teale,Imagery Atmospheric conditions Environment Atmosphere & Climate,1/1/2010,,Teale GIS Soutions Group,http://projects.atlas.ca.gov/frs/download.php/373/fedpma-1997_shp.zip http://projects.atlas.ca.gov/frs/download.php/371/fedpma-1997_e00.zip https://projects.atlas.ca.gov/frs/download.php/373/fedpma-1997_shp.zip https://projects.atlas.ca.gov/frs/download.php/371/fedpma-1997_e00.zip ,TRUE,,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Teale Precipitation,precipitation (meteorology),Precipitation Atmosphere & Climate Climate,1/1/2010,,Teale GIS Solutions Group,https://projects.atlas.ca.gov/frs/download.php/413/precipa-1996_shp.zip https://projects.atlas.ca.gov/frs/download.php/412/precipa-1996_e00.zip http://projects.atlas.ca.gov/frs/download.php/413/precipa-1996_shp.zip http://projects.atlas.ca.gov/frs/download.php/412/precipa-1996_e00.zip ,TRUE,metadata@gis.resources.ca.gov,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Teale Public Land Survey System,public land survey system,Planning & Development Land Ownership & Easements Imagery Base Maps Land cover,1/1/2010,,Teale GIS Solutions Group,http://projects.atlas.ca.gov/frs/download.php/407/plsa-1997_shp.zip http://projects.atlas.ca.gov/frs/download.php/406/plsa-1997_e00.zip ,TRUE,,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Teale Redwoods 1997,trees coastal resources  redwoods botany,Natural Resources Land cover Environment Vegetation Imagery-Base Maps-Land Cover Oceans & Estuaries Economy Forest Coastal information Biota Forestry,1/1/2010,,Teale GIS Solutions Group,http://projects.atlas.ca.gov/frs/download.php/415/redwooda-1997_e00.zip https://projects.atlas.ca.gov/frs/download.php/415/redwooda-1997_e00.zip http://projects.atlas.ca.gov/frs/download.php/416/redwooda-1997_shp.zip https://projects.atlas.ca.gov/frs/download.php/416/redwooda-1997_shp.zip ,TRUE,metadata@gis.resources.ca.gov,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Teale Regional Water Quality Contol Boards,pipelines 1997 water districts,Water quality Districts Geoscientific Inland Waters Environment Hydrology Utilities & Communication Groundwater Boundaries,1/1/2010,,Teale GIS Solutions Group,https://projects.atlas.ca.gov/frs/download.php/422/rwqcbnda-1997_shp.zip http://projects.atlas.ca.gov/frs/download.php/422/rwqcbnda-1997_shp.zip http://projects.atlas.ca.gov/frs/download.php/421/rwqcbnda-1997_e00.zip https://projects.atlas.ca.gov/frs/download.php/421/rwqcbnda-1997_e00.zip ,TRUE,metadata@gis.resources.ca.gov,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Teale Urban and rural areas of California,urban teale rural,Society Boundaries Services Demographics Elevation Recreation,1/1/2010,,Teale GIS Solutions Group,http://projects.atlas.ca.gov/frs/download.php/430/urbrura-1997_e00.zip https://projects.atlas.ca.gov/frs/download.php/430/urbrura-1997_e00.zip https://projects.atlas.ca.gov/frs/download.php/431/urbrura-1997_shp.zip http://projects.atlas.ca.gov/frs/download.php/431/urbrura-1997_shp.zip ,TRUE,metadata@gis.resources.ca.gov,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Teale Urban areas,city,Boundaries Society Planning & Development Demographics Cities,1/1/2010,,Teale GIS Solutions Group,https://projects.atlas.ca.gov/frs/download.php/427/urbarea-1997_e00.zip https://projects.atlas.ca.gov/frs/download.php/428/urbarea-1997_shp.zip http://projects.atlas.ca.gov/frs/download.php/428/urbarea-1997_shp.zip http://projects.atlas.ca.gov/frs/download.php/427/urbarea-1997_e00.zip ,TRUE,,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Teale Vegetation,plants teale,Imagery-Base Maps-Land Cover Biota Imagery Vegetation Farming Land cover Landsat,1/1/2010,,Teale GIS Solutions Group,https://projects.atlas.ca.gov/frs/download.php/434/vega-1997_shp.zip https://projects.atlas.ca.gov/frs/download.php/433/vega-1997_e00.zip http://projects.atlas.ca.gov/frs/download.php/433/vega-1997_e00.zip http://projects.atlas.ca.gov/frs/download.php/434/vega-1997_shp.zip ,TRUE,metadata@gis.resources.ca.gov,Ca Spatial Information Library,
,t,Ca Spatial Information Library,Teale Weather Stations,teale meteorology weather stations,Weather Structures Atmosphere & Climate,1/1/2010,,Teale GIS Solutions Group,https://projects.atlas.ca.gov/frs/download.php/437/wxstna-1996_shp.zip http://projects.atlas.ca.gov/frs/download.php/436/wxstna-1996_e00.zip https://projects.atlas.ca.gov/frs/download.php/436/wxstna-1996_e00.zip http://projects.atlas.ca.gov/frs/download.php/437/wxstna-1996_shp.zip ,TRUE,metadata@gis.resources.ca.gov,Ca Spatial Information Library,
